#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDSC_RIP_29101_A;До этого инцидента у меня не было проблем в общении с мужчинами, а теперь они избегают меня, ведь моё лицо столь ужасно, что на него невозможно смотреть без содрогания. Слышал[Root.GetEndA], есть такие мастера, которые изготавливают прекрасные маски. Может, они смогут мне помочь?;x
EVTDSC_RIP_29101_B;До этого инцидента у меня не было проблем в общении с женщинами, а теперь они избегают меня, ведь моё лицо столь ужасно, что на него невозможно смотреть без содрогания. Слышал[Root.GetEndA], есть такие мастера, которые изготавливают прекрасные маски. Может, они смогут мне помочь?;x
EVTOPTA_RIP_29101_A;Золотая маска их впечатлит!;x
EVTOPTA_RIP_29101_B;Золотая маска их впечатлит!;x
EVTOPTA_RIP_29101_TOOLTIP;Попробовать золотую маску.\n;x
EVTOPTB_RIP_29101;Если они не могут принять мои недостатки, они меня не достойны.;x
EVTOPTB_RIP_29101_TOOLTIP;Внешность - не главное.\n;x
opinion_repulsed_deformity;Отрицает своё уродство;x
EVTDSC_RIP_29103;Прошлой ночью м[From.GetOyaOy] [From.GetHusbandWife] [From.GetFirstName] сказал[From.GetEndA], что моё лицо пугает детей, и видимо, [From.GetSheHe] имел[From.GetEndA] в виду наш[rip_scared_child.GetUEgo] [rip_scared_child.GetSonDaughterACC] - [rip_scared_child.GetFirstName] выглядит так[rip_scared_child.GetOyIm] напуганн[rip_scared_child.GetOyYm], когда я рядом... [From.GetSheHeCap] попросил[From.GetEndA] меня учесть этот факт и какое-то время вообще не общаться с детьми.;x
EVTOPTA_RIP_29103;Исключено! [rip_scared_child.GetLadLassCap] не долж[rip_scared_child.GetNaEn] бояться собственн[Root.GetOyOgo] [Root.GetMotherFatherGEN]!;x
EVTOPTA_RIP_29103_TOOLTIP;Настаивать, что §Y[rip_scared_child.GetFirstName]§! и другие дети должны общаться с Вами.\n;x
EVTOPTB_RIP_29103;Как скажешь, дорог[From.GetAyaOy]...;x
EVTOPTB_RIP_29103_TOOLTIP;Согласиться и обходить детей стороной.\n;x
martially_ambidextrous;Амбидекстр;x
martially_ambidextrous_desc;Эт[GetEtaEtot] [GetAgedPerson] одинаково хорошо владеет оружием, как в правой, так и левой руке.;x
EVTDSC_RIP_29301;Я стал[Root.GetEndA] посмешищем на тренировочных поединках с тех пор как потерял[Root.GetEndA] ведущую руку. Какая-то часть меня хочет, чтобы я просто сда[Root.GetLasLsya] и заня[Root.GetLasLsya] чем-то другим, но какой же из меня правитель, если я не могу защитить себя?;x
EVTOPTA_RIP_29301;Я буду тренироваться во что бы то ни стало!;x
EVTOPTA_RIP_29301_TOOLTIP;Тренироваться в сражении неведущей рукой.\n;x
EVTOPTA_RIP_29301_SUCCESS;Вы успешно научитесь сражаться другой рукой.;x
EVTOPTA_RIP_29301_FAILURE;У Вас ничего не получится.;x
EVTOPTA_RIP_29301_INJURY;Вы не сможете научиться и получите травму.;x
EVTOPTB_RIP_29301;Это бесполезно. Пойду лучше почитаю...;x
EVTOPTB_RIP_29301_TOOLTIP;Потратить время с пользой в библиотеке.\n;x
EVTDSC_RIP_29302;Многие месяцы постоянных тренировок не прошли даром. Не только благодаря собственному упорству, но также и таланту моего учителя, я могу пользоваться оружием так, как если бы держал[Root.GetEndA] его ведущей рукой!;x
EVTOPTA_RIP_29302;Теперь они не посмеют смеяться надо мной!;x
EVTDSC_RIP_29303;Многие месяцы постоянных тренировок практически не дали никакого результата. Со временем я стал[Root.GetEndA] всё реже участвовать в тренировочных поединках, за последние две недели, я ни разу не был[Root.GetEndA] на площадке.;x
EVTOPTA_RIP_29303;Пришло время бросить эту глупую затею.;x
EVTDSC_RIP_29304;Я не слеп[Root.GetAyaOy] и вижу, что учитель начал терять веру в меня, но после всего, через что я прош[Root.GetLaYol], я не могу просто так сдаться. Сегодня, когда я пропустил[Root.GetEndA] очередной удар, мне пришлось поплатиться за своё упрямство.;x
EVTOPTA_RIP_29304;Потерять руку было недостаточно?!;x
EVTDSC_RIP_29201;Прогуливаясь по двору, я не заметил[Root.GetEndA] детей, играющих неподалёку. Но камень, летящий прямо в мою сторону, не заметить было уже невозможно. Похоже, с одним глазом не так-то просто оценивать расстояния.;x
EVTOPTA_RIP_29201;Попытаться поймать камень;x
EVTOPTA_RIP_29201_SUCCESS;Успешный захват камня рукой.\n;x
EVTOPTA_RIP_29201_FAILURE;Неудача, камень попадёт в Вас.\n;x
EVTOPTB_RIP_29201;Лечь на землю;x
EVTOPTB_RIP_29201_TOOLTIP;Выглядит глупо, но зато камень не попадёт в Вас.\n;x
EVTDSC_RIP_29202;Как раз вовремя! Мне удалось поймать этот камень! Сжав его в руках, я широко улыбну[Root.GetLasLsya]. Дети тут же прибежали ко мне. Оказалось, камень бросил[rip_throwing_child.GetEndA] [rip_throwing_child.GetFirstName], [rip_throwing_child.GetSheHe] стал[rip_throwing_child.GetEndA] умолять меня простить [rip_throwing_child.GetHersHis].;x
EVTOPTA_RIP_29202;Всё в порядке, [rip_throwing_child.GetFirstName]! Не переживай!;x
EVTDSC_RIP_29203;Я думал[Root.GetEndA] у меня получится поймать камень, но оказалось, это вовсе не так просто, он попал мне прямо в лицо. Мой глаз! Опять! Мой единственный глаз! [Root.GetNumenFOA], за что Ты так со мной?!;x
EVTOPTA_RIP_29203;[rip_throwing_child.GetFirstName]! Где ты, м[rip_throwing_child.GetBratLong]?!;x
EVTDSC_RIP_29204;Прижавшись к земле, я услышал[Root.GetEndA], как камень упал где-то неподалёку. Окружающие изо всех сил старались сдержать смех, но пара характерных кряхтящих звуков всё же достигли моих ушей. Встав на ноги, я попыта[Root.GetLasLsya] скрыть своё смущение, но безуспешно.;x
EVTOPTA_RIP_29204;[rip_throwing_child.GetFirstName]! Никогда так больше не делай!;x
opinion_scolded;Отругал[___] меня;x #[From.GetEndA]`
EVTDSC_RIP_29205_A;Общаясь с мужчинами, я не мог[Root.GetNoneE] не заметитить, как их смущает мой отсутствующий глаз. Всякий раз это ставит меня в неудобное положение и всё портит. Слышал[Root.GetEndA], есть один ювелир, который может изготовить искусственный глаз, почти неотличимый от настоящего. Возможно, мне стоит обратиться к нему?;x
EVTDSC_RIP_29205_B;Общаясь с женщинами, я не мог[Root.GetNoneE] не заметитить, как их смущает мой отсутствующий глаз. Всякий раз это ставит меня в неудобное положение и всё портит. Слышал[Root.GetEndA], есть один ювелир, который может изготовить искусственный глаз, почти неотличимый от настоящего. Возможно, мне стоит обратиться к нему?;x
EVTOPTA_RIP_29205;Стекляный глаз? А почему бы и нет?;x
EVTOPTA_RIP_29205_TOOLTIP;Заказать стекляный глаз.\n;x
glass_eye;Стеклянный глаз;x
glass_eye_desc;У эт[GetOyOgo] [GetAgedPersonGEN] стеклянный глаз, который очень похож на живой. Только очень талантливый ремесленник может создать подобный шедевр.;x
opinion_inept_dancer;Плохой танцор;x
EVTDSC_RIP_29401;За последние несколько месяцев я понял[Root.GetEndA], как много для меня значит [rip_love_interest.GetTitledFirstName], кажется я влюби[Root.GetLasLsya]. Сегодня вечером мы об[rip_love_interest.GetRootEndEA] пришли на бал. Возможно, пригласить [rip_love_interest.GetHersHis] на танец - мой единственный шанс с н[rip_love_interest.GetEyIm] поговорить, однако танцор из меня неважный с тех пор, как я потерял[Root.GetEndA] ногу.;x
EVTOPTA_RIP_29401;[rip_love_interest.GetFirstName], окажете мне честь?;x
EVTOPTA_RIP_29401_SUCCESS;§Y[rip_love_interest.GetTitledFirstName]§! будет впечатлен[rip_love_interest.GetEndA] Вашим танцем.;x
EVTOPTA_RIP_29401_FAILURE;§Y[rip_love_interest.GetTitledFirstName]§! не сможет не заметить Вашу неуклюжесть.;x
EVTOPTB_RIP_29401;Да зачем [rip_love_interest.GetHerHim] калека вроде меня?;x
EVTOPTB_RIP_29401_TOOLTIP;§Y[rip_love_interest.GetTitledFirstName]§! может отвергнуть меня, лучше не приглашать [rip_love_interest.GetHersHis] на танец.\n;x
EVTDSC_RIP_29402;Зря я волнова[Root.GetLasLsya]. Конечно, танцую я гораздо жуже, в былые времена, но, по-видимому, [rip_love_interest.GetFirstName] высоко оценил[rip_love_interest.GetEndA] мою смелость. И, что более важно, завязалась долгая беседа, которая приняла неожиданно приятный оборот. Уверен[Root.GetEndA], это начало чего-то прекрасного между нами!;x
EVTOPTA_RIP_29402;Хорошо, что я преодолел[Root.GetEndA] свой страх!;x
EVTDSC_RIP_29403;[rip_love_interest.GetFirstName] с радостью принял[rip_love_interest.GetEndA] моё приглашение на танец, но что-то не похоже, чтобы [rip_love_interest.GetHerHim] он понравился. Неловкая тишина и смущение с [rip_love_interest.GetHersHis] стороны заставили меня нервничать и делать всё больше ошибок. Это замкнутый круг - чем хуже я танцую, тем больше волнуюсь и...;x
EVTOPTA_RIP_29403;И на что я надея[Root.GetLasLsya]...;x
phantom_pain;Фантомная боль;x
phantom_pain_desc;Эт[GetEtaEtot] [GetAgedPerson] испытывает болевые ощущения в отсутствующей части своего тела.;x
EVTDSC_RIP_29500_NOSE;В последнее время я чувствую странную боль на том месте, где раньше был нос, и это сильно отвлекает меня от дел. Я никогда не слышал[Root.GetEndA] о чём-то подобном, боюсь проблема не уйдёт сама собой.;x
EVTDSC_RIP_29500_LEG;В последнее время я чувствую странную боль на месте отсутствующей ноги, и это сильно отвлекает меня от дел. Я никогда не слышал[Root.GetEndA] о чём-то подобном, боюсь проблема не уйдёт сама собой.;x
EVTDSC_RIP_29500_HAND;В последнее время я чувствую странную боль на месте отсутствующей кисти, и это сильно отвлекает меня от дел. Я никогда не слышал[Root.GetEndA] о чём-то подобном, боюсь проблема не уйдёт сама собой.;x
EVTDSC_RIP_29500_EYE;В последнее время я чувствую странную боль на том месте, где раньше был глаз, и это сильно отвлекает меня от дел Я никогда не слышал[Root.GetEndA] о чём-то подобном, боюсь проблема не уйдёт сама собой.;x
EVTOPTA_RIP_29500;Позвать придворного лекаря.;x
EVTDSC_RIP_29501;[rip_physician.GetTitledFirstName], мой придворный лекарь, предлагает два варианта лечения. Первый - зелье, оно почти безопасно, но вряд ли окажет нужный эффект. Второй - хирургическая операция, которую [rip_physician.GetSheHe] мне настоятельно рекомендует. Говорит, шансы неплохие, но есть риск повредить нервную систему.;x
EVTOPTA_RIP_29501;Риск слишком велик, лучше зелье.;x
EVTOPTA_RIP_29501_SUCCESS;§Y[rip_physician.GetTitledFirstName]§! успешно исцелит Вас.;x
EVTOPTA_RIP_29501_FAILURE;§Y[rip_physician.GetTitledFirstName]§! не справится, у Вас будет расстройство кишечника.;x
EVTOPTB_RIP_29501;Я на всё готов[Root.GetEndA], пусть будет операция.;x
EVTOPTB_RIP_29501_FAILURE;§Y[rip_physician.GetTitledFirstName]§! не сможет вылечить Вас и нанесёт непоправимый ущерб.;x
EVTOPTC_RIP_29501;Ну уж нет. Обойдусь как-нибудь сам[Root.GetEndA].;x
EVTOPTC_RIP_29501_TOOLTIP;§Y[rip_physician.GetTitledFirstName]§! может напортачить, лучше не рисковать.\n;x
EVTDSC_RIP_29502;Пожалуй, я не зря волнова[Root.GetLasLsya], но, к счастью, всё прошло удачно, лечение помогло. [rip_physician.GetTitledFirstName] творит чудеса, моя боль ушла и больше не возвращалась, хотя прошло уже больше недели!;x
EVTOPTA_RIP_29502;Пора вернуться к своим обязанностям!;x
EVTDSC_RIP_29503;Зелье, которое [rip_physician.GetTitledFirstName] дал[rip_physician.GetEndA] мне, никак не избавило меня от боли. Напротив, от этой гадости меня выворачивает, я второй день фактически не вылезаю из уборной...;x
EVTOPTA_RIP_29503;Безопасный вариант значит? А если бы была операция?!;x
EVTDSC_RIP_29504;Мало того, что процедура была настоящей пыткой, всё стало только хуже. Странная боль усилилась ещё больше, и теперь я фактически прикован[Root.GetEndA] к постели! Моя жизнь разрушена!;x
EVTOPTA_RIP_29504;Никогда не доверяйте лекарям!;x
opinion_insane_ruler;Безумн[_ый__] правитель[______];x #[From.GetAyaYy] [From.GetEndNitsa]`
great_dancer;Хороший танцор;x
great_dancer_desc;Эт[GetEtaEtot] [GetAgedPerson] впечатлит любого своими блестящими танцевальными навыками.;x
opinion_great_masquerade;Прекрасный бал-маскарад;x
attending_masquerade;Участие в маскараде;x
forced_mask;Обязан носить маску;x
forced_mask_desc;Сюзерен эт[GetOyOgo] [GetAgedPersonGEN] заставляет своих вассалов и придворных всю жизнь носить маску.;x
EVTDSC_RIP_29104;С этой маской я выгляжу гораздо лучше чем без неё, но всё равно, это выглядит странно, на меня смотрят как на изгоя. Может организовать бал-маскарад? Так я не буду белой вороной, а люди на время забудут, почему мне приходится её носить!;x
EVTOPTA_RIP_29104;Да начнётся торжество!;x
EVTOPTA_RIP_29104_TOOLTIP;Организовать бал-маскарад для вассалов и придворных.\n;x
EVTOPTB_RIP_29104;Но публичные мероприятия, это не моё...;x
EVTOPTB_RIP_29104_TOOLTIP;Отказаться от этой затеи.\n;x
EVTDSC_RIP_29105;Маскарад имел огромный успех! Я больше не изгой или какой-нибудь урод. Хотя, возможно, сегодня все мы уроды. А что если... это было бы не только на один день? Почему бы не продлить этот момент... навсегда!;x
EVTOPTA_RIP_29105;Пусть все носят маски, всегда! А-ха-ха!;x
EVTOPTA_RIP_29105_TOOLTIP;Сделать объявление гостям.\n;x
EVTOPTB_RIP_29105;Но не будет ли это слишком... безумным?;x
EVTOPTB_RIP_29105_TOOLTIP;Пусть праздник остаётся нормальным.\n§Y[Root.GetTitledFirstName]§! получит §G+10§! к мнению гостей о себе на §Y10§! лет. §Y(Бал-маскарад)§!\n;x
EVTDSC_RIP_29106; "Дамы и господа! Внимание! Я хочу сделать объявление!" - Воскликнули Вы, и гости замерли в ожидании.\n"Для начала я хотел[Root.GetEndA] бы поблагодарить всех за прекрасный вечер, вы просто очаровательны! - Выждав паузу, Вы продолжили. - Сегодня, я окончательно убеди[Root.GetLasLsya] в своём решении. Я издам указ! Отныне все обязаны носить маски, всегда!";x
EVTOPTA_RIP_29106;Да-да, это не шутка! Маски снимать нельзя!;x
EVTOPTA_RIP_29106_TOOLTIP;Сказать, что никому не позволяется впредь снимать свои маски.\n§Y[Root.GetTitledFirstName]§! получит штраф §R-30§! к мнению гостей о себе §Y(Безумный правитель)§!\nКаждый из гостей будет §Yобязан носить маску§!, что даст следующие эффекты:\nДипломатия: §R-3§!\nВлечение/отвращение: §R-10§!\n;x
EVTDSC_RIP_29107;Бал-маскарад был прекрасным, пока наш[From.GetEndA] [From.GetLordLady] [From.GetTitledFirstName] не сделал[From.GetEndA] заявление. Сначала мы решили, что это шутка, но когда узнали, что нет, это повергло всех в шок. [From.GetSheHe] сказал[From.GetEndA], что отныне никто не имеет права снимать маску!;x
EVTOPTA_RIP_29107_TOOLTIP;§Y[From.GetTitledFirstName]§! заставил[From.GetEndA] Вас всю жизнь носить маску.\n;x
EVTOPTA_RIP_29107;Это безумие!;x
EVTDSC_RIP_29109_A;Наконец-то [rip_masked_ruler.GetTitledFirstName], эт[rip_masked_ruler.GetEtaEtot] больн[rip_masked_ruler.GetAyaOy] на всю голову идиот[rip_masked_ruler.GetEndA], помер[rip_masked_ruler.GetNoneE]! Теперь можно снять эти проклятые маски! Какое облегчение!;x
EVTDSC_RIP_29109_B;Свершилось! [rip_masked_ruler.GetTitledFirstName] - больше не мой сюзерен! Наконец-то я избави[Root.GetLasLsya] от эт[rip_masked_ruler.GetOyOgo] чокнут[rip_masked_ruler.GetOyOgo] [rip_masked_ruler.GetBitchBastardGEN]. Как же хорошо снять эту чёртову маску!;x
EVTOPTA_RIP_29109;Чтобы я ещё хоть раз пош[Root.GetLaYol] на маскарад...;x
EVTOPTA_RIP_29109_TOOLTIP;Снять свою маску.\n;x
EVTDSC_RIP_29110;Возможность слиться с толпой - это роскошь, которую не всякий правитель может себе позволить, это так раскрепощает! Похоже, все забыли о том лице, которое скрывает моя маска, и теперь они видят меня настоящ[Root.GetUyuOgo]. Долж[Root.GetNaEn] отметить, гостям понравился мой танец!;x
EVTOPTA_RIP_29110;Я могу танцевать всю ночь!;x
EVTOPTA_RIP_29110_TOOLTIP;§Y[Root.GetTitledFirstName]§! получит §G+10§! к мнению гостей о себе на §Y10§! лет. §Y(Бал-маскарад)§!\n;x
EVTDSC_RIP_29112;М[From.GetOyaOy] [From.GetLordLady] [From.GetTitledFirstName] пригласил[From.GetEndA] меня на бал-маскарад. [From.GetSheHeCap] явно расстроится, если я не приду.;x
EVTOPTA_RIP_29112;Наверняка будет весело. Надо сходить.;x
EVTOPTB_RIP_29112;Мне плевать, что [From.GetSheHe] думает, я не пойду.;x
EVTDSC_RIP_29113;Бал-маскарад, на котором я побывал[Root.GetEndA], был просто изумительным! [From.GetTitledFirstName] не зря затеял всё это, да сам[From.GetEndA] [From.GetSheHe] активно принимал[From.GetEndA] участие в веселье. Надо отметить, [From.GetSheHe] отлично танцует!;x
EVTOPTA_RIP_29113;Надеюсь, скоро [From.GetSheHe] устроит новый бал!;x
EVTDSC_RIP_29601_A;Раньше я и представить не мог[Root.GetNoneE] все те чувства, которые будут переполнять меня, когда я впервые увижу сво[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC]. [From.GetFirstName], [From.GetLadLass] м[From.GetOyaOy]... Этот мир жесток, но я буду присматривать за тобой. Возможно, ты никогда не будешь править моими землями, но для тебя всегда найдётся место в моём сердце.;x
EVTDSC_RIP_29601_B;Раньше я и представить не мог[Root.GetNoneE] все те чувства, которые будут переполнять меня, когда я впервые увижу сво[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC]. [From.GetFirstName], [From.GetLadLass] м[From.GetOyaOy], ты всегда будешь для меня первым и любимым ребёнком, но мне нужен сын, того требует долг.;x
EVTDSC_RIP_29601_C;Раньше я и представить не мог[Root.GetNoneE] все те чувства, которые будут переполнять меня, когда я впервые увижу сво[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC]. [From.GetFirstName], м[From.GetOyaOy] [From.GetLadLass], м[From.GetOyaOy] наследни[From.GetTsaK]! Я так счастлив[Root.GetEndA], моё будущее теперь в безопасности!;x
EVTDSC_RIP_29601_D;Раньше я и представить не мог[Root.GetNoneE] все те чувства, которые будут переполнять меня, когда я впервые увижу сво[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC]. [From.GetFirstName], [From.GetLadLass] м[From.GetOyaOy]... Я не знаю, какое будущее тебя ждёт. Возможно, всё это станет твоим, а может и нет, но ты всегда будешь для меня первенцем, моим любимым ребёнком.;x
EVTDSC_RIP_29601_E;Мне стыдно это признавать, но впервые взглянув на сво[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC], я был[Root.GetEndA] шокирован[Root.GetEndA]. Никогда не видел[Root.GetEndA] столь уродливого ребёнка! Я бы мог[Root.GetNoneE] списать это на особенности развития, но уверен[Root.GetEndA], младенцы так выглядеть не должны.;x
EVTDSC_RIP_29601_F;Когда [From.GetFirstName] только роди[From.GetLasLsya], мы благодарили [Root.GetReligiontHighGodACC] за эту удачу, но вскоре всё изменилось, и теперь я волнуюсь за н[From.GetHersHis]. [From.GetSheHeCap] очень слаб[From.GetEndA], лекарь говорит, [From.GetSheHe] может не пережить своё детство.;x
EVTDSC_RIP_29601_G;Когда я впервые услышал[Root.GetEndA] крик св[From.GetYuEgo] новорождённ[From.GetUyuOgo] [From.GetSonDaughterACC], то был приятно удивлен[Root.GetEndA]. [From.GetFirstName] так[From.GetAyaOy] маленьк[From.GetAyaIy], а уже так[From.GetAyaOy] громк[From.GetAyaIy]. Вообще, [From.GetSheHe] выглядит необычайно крепким и здоровым ребёнком, думаю, [From.GetSheHe] вырастет очень сильн[From.GetOyYm].;x
EVTOPTA_RIP_29601_A;Пусть [Root.Religion.GetHighGodName] дарует тебе долгую жизнь!;x
EVTOPTA_RIP_29601_B;Этот мир слишком суров для маленьких девочек.;x
EVTOPTA_RIP_29601_C;[From.GetFirstName], однажды всё это станет твоим.;x
EVTOPTA_RIP_29601_D;Надеюсь, мы ещё откроем твои лучшие стороны.;x
EVTOPTA_RIP_29601_E;[Root.GetNumenFOA], прошу! Позволь этому ребёнку жить!;x
EVTOPTA_RIP_29601_F;[Root.GetNumenFOA], благодарю Тебя за это дитя!;x
EVTDSC_RIP_29602;Какое счастье и облегчение для всех нас! Наконец-то, сын, наследник! Добро пожаловать в мир, [From.GetFirstName]. Однажды ты станешь правителем, мальчик мой, хорошим правителем, я уверен[Root.GetEndA] в этом.;x
GIRL;девушка;x
EVTDSC_RIP_21120;Многие месяцы блуждая тайными тропами по совершенно диким местам, Вы наконец нашли ту самую поляну. Приятный ветерок, чистое синее небо и земля, усыпанная цветами - всё вокруг даёт понять о чудесности этого места. В самом центре растёт огромное старое дерево, ветви и листва которого уходят ввысь так далеко, что нельзя понять его размеры, а пристально разглядывая, можно забыться и потерять себя без поддержки присутствующих рядом. [From.GetFirstName] указала на одно единственное яблоко среди ветвей, сияющее словно рубин в лучах солнца.\nВы протянули к нему руку, но услышали голос одного из компаньонов. Он спросил, почему именно Вы должны быть т[Root.GetOyEm], кто съест яблоко - ведь в этом приключении участвовали "все мы". Другие настороженно посмотрели в Вашу сторону...;x
EVTDSC_RIP_21007;Прошло уже несколько месяцев с тех пор, как Вы поставили вопрос о вечной жизни. Тем не менее, никто из Вашего совета так и не решился взять ответственность на себя, а теперь и вовсе интерес к проблеме пропал. Вы задумались, а существует ли подобное знание вообще? А если и так, постиг ли его кто-нибудь?\nВы полагаете, что сможете вернуться к обычной жизни, которая полна тоски по минувшим дням. Кто знает, сколько Вам осталось на этой земле, надо довольствоваться тем, что есть.;x
EVTDSC_RIP_21017;Несмотря на все усилия, которые [From.GetTitledFirstName] приложил[From.GetEndA] к поискам вечной жизни, [From.GetHerHim] ничего не удалось найти. Разочарование было написано на Вашем лице, когда Вы покидали заседание совета. Месяцами [From.GetSheHe] избегал[From.GetEndA] Вашего взгляда.\nГоворят, Вы скоро умрёте, но разве это не касается каждого из нас? Вы по-прежнему плохо спите по ночам...;x
EVTOPTA_RIP_21300_TOOLTIP;Пусть §Y[From.GetTitledFirstName]§! научит меня карманным кражам, я заплачу [From.GetHerHim].\n;x
EVTOPTA_RIP_21325_TOOLTIP;Вы погибаете ужасной смертью, тем самым провалив испытание. §Y[eternal_life_mystic.GetFirstName]§! покидает Ваш двор. ;x
EVTDESC_TOG_7044;Недавние эпидемии поразили мою столицу. [Root.Capital.County.GetAdjective]ское население серьёзно пострадало. Тем не менее, в последние месяцы ситуация несколько улучшилась, ну... так мне говорят. Так или иначе, нужно поблагодарить предков.;x
EVTOPTA_TOG_7044;Благосовенны предки!;x
opinion_fulfilled_demands;Удовлетворил[___] мои потребности;x #[From.GetEndA]`
opinion_ignored_demands;Проигнорировал[___] мои потребности;x #[From.GetEndA]`
EVTDSC_7851;Недавно мне стало понятно - [cat_hater.GetFirstName] не испытывает тёплых чувств по отношению к мо[Root.GetPetCatHerHim] [Root.GetPetCatDAT]. Сегодня мои подозрения подтвердились, [cat_hater.GetSheHe] закатил[cat_hater.GetEndA] истерику, когда увидел[cat_hater.GetEndA], как [Root.GetPetCatSheHe] пьёт из [cat_hater.GetHersHis] кубка и потребовал[cat_hater.GetEndA], чтобы я избави[Root.GetLasLsya] от "этого мерзкого создания".;x
EVTOPTA_77851;Хорошо. Если ты этого хочешь...;x
EVTOPTB_77851;Уверен[Root.GetEndA], кто-нибудь захочет взять [Root.GetPetCatACC] себе.;x
EVTOPTC_77851;Ни за что! Никто не разлучит меня с моей прелестью!;x
EVTOPTD_77851;А может мне пора избавиться от ТЕБЯ?;x
EVTOPTD_77851_TOOLTIP;Пусть §Y[cat_hater.GetTitledFirstName]§! узнает, что Вы думаете о тех, кто ненавидит кошек!\n;x
EVTOPTE_77851;Пора познакомить тебя с кошками покрупнее...;x
EVTDSC_7854;Наши отношения стали несколько натянутыми с тех пор, как [cat_hater.GetFirstName] устроил[cat_hater.GetEndA] скандал из-за мое[Root.GetPetCatYGo] [Root.GetPetCatGEN]. В последнее время [cat_hater.GetSheHe] всё больше раздражен[cat_hater.GetEndA], а сегодня выдвинул[cat_hater.GetEndA] мне ультиматум – или [cat_hater.GetSheHe] или [Root.GetPetCat].;x
EVTOPTA_77854;Я избавлюсь от [Root.GetPetCatGEN], если для тебя это так важно.;x
EVTOPTA_77854_TOOLTIP;Избавиться от [Root.GetPetCatGEN], как того хочет §Y[cat_hater.GetTitledFirstName]§!.\n;x
EVTOPTB_77854;Выбор прост - [Root.GetPetCat] никогда не предъявит мне подобное!;x
EVTOPTB_77854_TOOLTIP;Выбрать своего настоящего друга, а §Y[cat_hater.GetTitledFirstName]§! пусть катится ко всем чертям.\n;x
EVTDSC_7856;Когда это милое создание спит и мурчит у меня на коленях, трудно представить, как что-то столь тихое и спокойное в следующий момент может уже носиться по комнате, карабкаться по моим вещам, роняя всё вокруг, и забираться в каждую чёртову коробочку, сколько бы малой и хрупкой она ни была.;x
EVTOPTA_77856;[Root.GetPetCatSheHeCap] просто играет! Если что-то сломается, я заменю.;x
EVTOPTA_77856_TOOLTIP;Пусть [Root.GetPetCat] делает всё, что хочет.\n;x
EVTOPTB_77856;Кис-кис-кис... О нет, нет! Только не сюда!;x
EVTOPTB_77856_TOOLTIP;Погнаться за [Root.GetPetCatINS], чтобы предотвратить катастрофу.\n;x
EVTOPTC_77856;Бесноватя зверюга! Увижу царапину - голову оторву!;x
EVTOPTC_77856_TOOLTIP;Наказать это мохнатое недоразумение.\n;x
EVTOPTC_77856_NOCAT;[Root.GetPetCatCap] покинет Вас, чтобы найти новый дом.;x
EVTDSC_77857_CAT;Разъярённ[rabbit_parent.GetAyaYy] [rabbit_parent.GetTitledFirstName] ворва[rabbit_parent.GetLasLsya] в мой тронный зал. Оказывается, м[Root.GetPetCatOyaOy] любим[Root.GetPetCatAyaYy] [Root.GetPetCat] загрыз[Root.GetPetCatEndLa] ручного кролика, а котором [rabbit_parent.GetHersHis] [rabbit_child.GetSonDaughter] души не чаял[rabbit_child.GetEndA]. По крайней мере [rabbit_parent.GetFirstName] утверждает это и требует компенсацию.;x
EVTOPTA_77857;Успокойтесь, я куплю Вам нового.;x
EVTOPTA_77857_TOOLTIP;Пусть §Y[rabbit_child.GetTitledFirstName]§! получит нового кролика, [rabbit_child.GetHersHis] [rabbit_parent.GetFatherMother] успокоится.\n;x
EVTOPTB_77857;Мне очень жаль. Впредь [Root.GetPetCatSheHe] не причинит никому вреда.;x
EVTOPTB_77857_TOOLTIP;Избавиться от [Root.GetPetCatGEN], пока [Root.GetPetCatSheHe] не навредил[Root.GetPetCatEndA] кому-нибудь ещё.\n;x
EVTOPTC_77857;Чепуха! Мой ангелочек и мухи не обидит!;x
EVTOPTC_77857_TOOLTIP;§Y[rabbit_parent.GetTitledFirstName]§! должно быть врёт.\n;x
EVTDSC_77858;Сидя у камина с любим[Root.GetPetCatOyYm] [Root.GetPetCatINS] на коленях, я медленно смотрю в огонь. [Root.GetPetCatSheHeCap] так довольно мурлычит, [Root.GetPetCatSheHe] счастлив[Root.GetPetCatEndA] здесь со мной, но как же другие кошки? У них нет тёплого уютного дома, их никто не кормит, не причёсывает, не гладит. Они такие милые и я могу позаботиться о них.;x
EVTOPTA_77858;Решено. Так и поступлю!;x
EVTOPTA_77858_TOOLTIP;Завести больше кошек. У нас много места!\n;x
EVTOPTB_77858;Ну... нет. Это безумие...;x
EVTOPTB_77858_TOOLTIP;Одно[Root.GetPetCatYGo] достаточно, но Вы не можете перестать думать о том, какие же они милые...\n;x
crazy_cat_lady;Чокнутая кошатница;x
crazy_cat_lady_desc;Эта дамочка окружает себя невероятным количеством кошек.;x
crazy_cat_lord;Безумный кошатник;x
crazy_cat_lord_desc;Этот человек окружает себя невероятным количеством кошек.;x
